Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
81.97922706604004	10	-0.9103184984231979	0.2089967323637777	-0.4833450312806763	-1.668478932174052	12800
144.97283601760864	20	-14.699294282814453	0.8785051493059317	-12.5214661843198	-16.538028405379777	25438
208.97487115859985	30	-1.7516952125826974	0.2556088410269355	-1.1200519145467622	-2.4457026506965556	38157
273.0561501979828	40	-11.5989386894177	0.9794466417544336	-9.755300473501734	-14.291421733080302	50813
336.9300928115845	50	-14.534255771665384	0.782699548414349	-12.79598839974318	-16.41292875026129	63564
400.6724398136139	60	-2.9833360300990104	0.3677939750183426	-2.237083189344789	-4.1125988019766195	76352
466.5777280330658	70	-1.0747939668079065	0.21104673917350086	-0.6565054381458222	-1.8118256598314133	89144
532.2471010684967	80	-14.71722322340637	0.7115545702984206	-12.783174339358407	-16.51712066758553	101931
597.9867670536041	90	-4.615589232090265	0.5948087215457772	-3.459286921495925	-6.224375383245658	114685
667.9279360771179	100	-1.5605173614700414	0.2942426490323616	-0.9828852303513901	-2.582324326807643	127485
738.1368899345398	110	-0.203228153194822	0.04655587486008399	-0.11428002400395697	-0.3385245126547496	140267
808.1962909698486	120	-7.435134180296971	1.0262829172637995	-4.999203511300051	-9.969887471679241	153048
876.9452219009399	130	-0.4820693093447003	0.12174908490568503	-0.2927407127307088	-1.0017812666066637	165836
948.6039462089539	140	-0.6606191552271773	0.1519959917146501	-0.36559817086090035	-1.0920595131684159	178625
1019.7338798046112	150	-18.411091740767525	1.1699918701054803	-15.965763272031609	-20.117866365192768	191425
1093.0754129886627	160	-14.89326363824303	0.609844103037828	-13.412517554691211	-16.369165314734133	204225
1164.533488035202	170	-12.386743878000193	0.9927116420060282	-9.710977355081239	-14.620692505851265	217015
1232.7006649971008	180	-16.752700226560886	0.6949422558156492	-14.434582833810426	-18.52319257111869	229815
1299.2613022327423	190	-20.290081344973558	0.1301878463423176	-19.923200783157377	-20.548281427300452	242615
1362.950366973877	200	-11.539918887721644	0.810810425750337	-9.224354373321933	-13.36537761087371	255382
1429.7810380458832	210	-14.476705459090788	0.7818320546150628	-12.933391823340967	-16.37281337530817	268119
1496.8489019870758	220	-6.500822069182281	1.073387219603768	-3.074599854741816	-8.280316456831532	280894
1565.53812789917	230	-1.468071188951281	0.20607114502861212	-0.9130358642495521	-1.9708827589672535	293673
1633.2651631832123	240	-2.548552896298591	0.4582945975964435	-1.6269971243215846	-3.7669214984123935	306465
1700.2782909870148	250	-19.765980133845964	0.16847739415651672	-18.98797678844846	-20.07727462694626	319265
1765.7239351272583	260	-2.630798233530315	0.31026550348131815	-1.8106950831420592	-3.5813640272048555	332065
1834.9529659748077	270	-10.737012281006368	0.9358871802776525	-8.232802486075524	-12.911908431309424	344865
1903.2634329795837	280	-12.242100371355026	0.9337205973894818	-10.383003865333054	-15.195875920212558	357664
1970.615923166275	290	-12.501749200913796	0.732362063471272	-10.631258542329293	-14.245314904796135	370384
2038.517060995102	300	-6.693965069588603	0.6157447005042067	-5.463195010652556	-8.771958259950843	383173
2109.385994195938	310	-18.81216203746586	0.4643895435892674	-17.641875029201728	-19.708462541566533	395972
2182.179383993149	320	-7.026699581782506	0.7455549047990657	-5.100707308407747	-8.450550756175037	408764
2249.0904021263123	330	-1.5719744804398992	0.20996267268941027	-1.0988225722542457	-2.085961455550828	421562
